timestamp_s;timestamp_origin;sd_block_id;cyc_charged;is_rt;soc_nom;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;t_avg_degC;r_ref_10ms_mOhm;r_ref_1s_mOhm;uptime_ticks;seq_nr;v_raw_V;i_raw_A
1665658018.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;0;3.3407;0.0000
1665658018.001;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;1;3.3542;0.8160
1665658018.003;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;2;3.3594;0.9840
1665658018.010;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;3;3.3617;1.0040
1665658018.030;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;4;3.3639;1.0040
1665658018.100;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;5;3.3661;0.9930
1665658018.300;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;6;3.3673;0.9930
1665658019.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;7;3.3693;1.0010
1665658021.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;8;3.3731;1.0040
1665658028.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;9;3.3815;1.0000
1665658028.001;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;10;3.3589;-0.3460
1665658028.003;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;11;3.3455;-0.9430
1665658028.010;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;12;3.3406;-1.0000
1665658028.030;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;13;3.3360;-0.9980
1665658028.100;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;14;3.3321;-1.0020
1665658028.300;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;15;3.3289;-1.0060
1665658029.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;16;3.3257;-1.0000
1665658031.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;17;3.3201;-0.9950
1665658038.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;18;3.3083;-0.9970
1665658038.001;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;19;3.3202;-0.3320
1665658038.003;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;20;3.3267;-0.0360
1665658038.010;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;21;3.3293;0.0010
1665658038.030;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;22;3.3316;0.0020
1665658038.100;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;23;3.3336;-0.0020
1665658038.300;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;24;3.3355;-0.0030
1665658039.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;25;3.3360;0.0010
1665658041.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;26;3.3375;-0.0010
1665658048.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;27;3.3390;-0.0030
1665658048.001;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;28;3.3514;0.6900
1665658048.003;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;29;3.3577;0.9850
1665658048.010;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;30;3.3600;0.9930
1665658048.030;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;31;3.3622;0.9940
1665658048.100;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;32;3.3646;1.0040
1665658048.300;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;33;3.3661;1.0050
1665658049.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;34;3.3684;1.0100
1665658051.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;35;3.3716;1.0000
1665658058.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;36;3.3809;0.9990
1665658078.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;37;3.3987;0.9940
1665658108.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;38;3.4184;0.9990
1665658108.001;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;39;3.3964;-0.3400
1665658108.003;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;40;3.3828;-0.9410
1665658108.010;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;41;3.3775;-0.9990
1665658108.030;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;42;3.3740;-0.9950
1665658108.100;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;43;3.3697;-1.0070
1665658108.300;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;44;3.3677;-0.9900
1665658109.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;45;3.3642;-1.0060
1665658111.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;46;3.3585;-1.0030
1665658118.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;47;3.3454;-1.0020
1665658138.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;48;3.3215;-0.9990
1665658168.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;49;3.2962;-1.0050
1665658168.001;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;50;3.3077;-0.3310
1665658168.003;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;51;3.3145;-0.0340
1665658168.010;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;52;3.3170;-0.0010
1665658168.030;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;53;3.3190;-0.0010
1665658168.100;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;54;3.3220;0.0040
1665658168.300;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;55;3.3240;0.0020
1665658169.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;56;3.3257;0.0040
1665658171.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;57;3.3282;0.0000
1665658178.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;58;3.3317;-0.0020
1665658198.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;59;3.3368;0.0030
1665658228.000;1;84505088;1;1;10;1;10;10;0.00;0.00;0;24.85;20.984;25.639;344018;60;3.3385;-0.0010
1665668219.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;0;3.5962;-0.0010
1665668219.001;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;1;3.6098;0.8220
1665668219.003;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;2;3.6140;0.9940
1665668219.010;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;3;3.6153;1.0010
1665668219.030;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;4;3.6157;0.9950
1665668219.100;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;5;3.6153;0.9920
1665668219.300;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;6;3.6166;0.9940
1665668220.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;7;3.6175;1.0040
1665668222.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;8;3.6199;1.0000
1665668229.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;9;3.6245;1.0010
1665668229.001;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;10;3.6021;-0.3560
1665668229.003;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;11;3.5896;-0.9380
1665668229.010;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;12;3.5866;-1.0040
1665668229.030;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;13;3.5857;-1.0030
1665668229.100;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;14;3.5850;-1.0020
1665668229.300;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;15;3.5842;-1.0000
1665668230.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;16;3.5826;-1.0050
1665668232.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;17;3.5791;-1.0010
1665668239.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;18;3.5732;-0.9980
1665668239.001;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;19;3.5843;-0.3300
1665668239.003;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;20;3.5903;-0.0370
1665668239.010;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;21;3.5916;0.0020
1665668239.030;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;22;3.5922;0.0020
1665668239.100;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;23;3.5929;0.0030
1665668239.300;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;24;3.5936;0.0030
1665668240.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;25;3.5939;0.0000
1665668242.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;26;3.5947;0.0020
1665668249.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;27;3.5954;-0.0020
1665668249.001;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;28;3.6073;0.6970
1665668249.003;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;29;3.6131;0.9850
1665668249.010;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;30;3.6142;0.9990
1665668249.030;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;31;3.6146;0.9970
1665668249.100;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;32;3.6148;0.9980
1665668249.300;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;33;3.6148;1.0000
1665668250.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;34;3.6164;0.9970
1665668252.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;35;3.6190;0.9970
1665668259.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;36;3.6234;1.0000
1665668279.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;37;3.6315;0.9970
1665668309.000;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;38;3.6386;1.0050
1665668309.001;1;87135232;1;1;30;1;10;10;0.00;0.00;0;24.89;19.048;19.295;1317001;39;3.6158;-0.3590
