timestamp_s;timestamp_origin;sd_block_id;cyc_charged;is_rt;soc_nom;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;t_avg_degC;r_ref_10ms_mOhm;r_ref_1s_mOhm;uptime_ticks;seq_nr;v_raw_V;i_raw_A
1665632983.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;0;3.3858;0.0010
1665632983.001;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;1;3.3998;0.8150
1665632983.003;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;2;3.4040;0.9850
1665632983.010;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;3;3.4064;1.0000
1665632983.030;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;4;3.4083;1.0060
1665632983.100;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;5;3.4097;0.9980
1665632983.300;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;6;3.4110;0.9960
1665632984.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;7;3.4130;0.9970
1665632986.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;8;3.4159;1.0040
1665632993.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;9;3.4242;1.0020
1665632993.001;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;10;3.4025;-0.3250
1665632993.003;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;11;3.3883;-0.9340
1665632993.010;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;12;3.3830;-0.9990
1665632993.030;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;13;3.3795;-0.9920
1665632993.100;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;14;3.3762;-0.9970
1665632993.300;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;15;3.3749;-0.9990
1665632994.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;16;3.3710;-1.0040
1665632996.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;17;3.3660;-1.0050
1665633003.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;18;3.3557;-0.9980
1665633003.001;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;19;3.3666;-0.3500
1665633003.003;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;20;3.3731;-0.0440
1665633003.010;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;21;3.3765;0.0030
1665633003.030;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;22;3.3782;0.0000
1665633003.100;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;23;3.3805;0.0010
1665633003.300;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;24;3.3806;0.0000
1665633004.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;25;3.3821;0.0010
1665633006.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;26;3.3830;0.0030
1665633013.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;27;3.3848;0.0020
1665633013.001;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;28;3.3962;0.6820
1665633013.003;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;29;3.4025;0.9780
1665633013.010;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;30;3.4051;0.9970
1665633013.030;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;31;3.4070;1.0040
1665633013.100;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;32;3.4089;1.0020
1665633013.300;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;33;3.4093;0.9940
1665633014.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;34;3.4121;0.9950
1665633016.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;35;3.4152;1.0030
1665633023.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;36;3.4234;1.0050
1665633043.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;37;3.4387;0.9930
1665633073.000;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;38;3.4540;1.0040
1665633073.001;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;39;3.4315;-0.3310
1665633073.003;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;40;3.4185;-0.9290
1665633073.010;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;41;3.4132;-1.0040
1665633073.030;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;42;3.4093;-1.0070
1665633073.100;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;43;3.4071;-1.0060
1665633073.300;1;77593600;1;1;10;1;10;90;0.00;0.00;0;24.78;20.604;24.028;3757466;44;3.4051;-1.0030
