timestamp_s;timestamp_origin;sd_block_id;cyc_charged;is_rt;soc_nom;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;t_avg_degC;r_ref_10ms_mOhm;r_ref_1s_mOhm;uptime_ticks;seq_nr;v_raw_V;i_raw_A
1665653584.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;0;3.3477;0.0000
1665653584.001;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;1;3.3615;0.8110
1665653584.003;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;2;3.3660;0.9910
1665653584.010;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;3;3.3680;0.9930
1665653584.030;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;4;3.3705;0.9970
1665653584.100;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;5;3.3717;0.9940
1665653584.300;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;6;3.3731;1.0010
1665653585.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;7;3.3752;1.0040
1665653587.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;8;3.3782;0.9900
1665653594.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;9;3.3873;0.9970
1665653594.001;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;10;3.3649;-0.3420
1665653594.003;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;11;3.3519;-0.9360
1665653594.010;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;12;3.3464;-1.0020
1665653594.030;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;13;3.3429;-0.9940
1665653594.100;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;14;3.3391;-0.9990
1665653594.300;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;15;3.3365;-0.9980
1665653595.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;16;3.3337;-1.0050
1665653597.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;17;3.3289;-0.9990
1665653604.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;18;3.3164;-1.0010
1665653604.001;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;19;3.3278;-0.3390
1665653604.003;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;20;3.3351;-0.0360
1665653604.010;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;21;3.3379;0.0030
1665653604.030;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;22;3.3397;0.0010
1665653604.100;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;23;3.3420;0.0040
1665653604.300;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;24;3.3428;0.0030
1665653605.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;25;3.3444;0.0020
1665653607.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;26;3.3443;0.0030
1665653614.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;27;3.3462;0.0010
1665653614.001;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;28;3.3576;0.6870
1665653614.003;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;29;3.3644;0.9810
1665653614.010;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;30;3.3666;0.9970
1665653614.030;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;31;3.3686;0.9970
1665653614.100;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;32;3.3713;1.0000
1665653614.300;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;33;3.3719;1.0020
1665653615.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;34;3.3740;1.0050
1665653617.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;35;3.3778;0.9980
1665653624.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;36;3.3869;0.9980
1665653644.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;37;3.4047;0.9990
1665653674.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;38;3.4246;1.0050
1665653674.001;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;39;3.4016;-0.3450
1665653674.003;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;40;3.3888;-0.9360
1665653674.010;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;41;3.3835;-0.9990
1665653674.030;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;42;3.3800;-0.9960
1665653674.100;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;43;3.3773;-1.0000
1665653674.300;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;44;3.3751;-0.9990
1665653675.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;45;3.3718;-1.0050
1665653677.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;46;3.3666;-0.9950
1665653684.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;47;3.3535;-1.0030
1665653704.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;48;3.3304;-1.0000
1665653734.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;49;3.3051;-1.0010
1665653734.001;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;50;3.3165;-0.3350
1665653734.003;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;51;3.3227;-0.0380
1665653734.010;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;52;3.3256;0.0020
1665653734.030;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;53;3.3275;0.0000
1665653734.100;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;54;3.3293;-0.0020
1665653734.300;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;55;3.3311;0.0050
1665653735.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;56;3.3325;-0.0040
1665653737.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;57;3.3350;0.0030
1665653744.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;58;3.3392;-0.0030
1665653764.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;59;3.3438;0.0050
1665653794.000;2;82862080;1;1;10;1;10;10;0.00;0.00;0;24.95;20.415;24.111;454817;60;3.3458;0.0020
1665662990.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;0;3.2871;0.0000
1665662990.001;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;1;3.3009;0.8110
1665662990.003;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;2;3.3060;0.9900
1665662990.010;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;3;3.3081;0.9960
1665662990.030;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;4;3.3100;0.9990
1665662990.100;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;5;3.3124;0.9980
1665662990.300;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;6;3.3143;1.0020
1665662991.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;7;3.3161;0.9980
1665662993.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;8;3.3201;1.0000
1665663000.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;9;3.3306;1.0000
1665663000.001;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;10;3.3083;-0.3400
1665663000.003;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;11;3.2939;-0.9400
1665663000.010;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;12;3.2889;-0.9980
1665663000.030;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;13;3.2848;-0.9990
1665663000.100;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;14;3.2805;-1.0010
1665663000.300;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;15;3.2781;-0.9990
1665663001.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;16;3.2743;-0.9980
1665663003.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;17;3.2679;-1.0020
1665663010.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;18;3.2545;-1.0020
1665663010.001;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;19;3.2660;-0.3350
1665663010.003;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;20;3.2723;-0.0380
1665663010.010;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;21;3.2756;0.0010
1665663010.030;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;22;3.2774;-0.0010
1665663010.100;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;23;3.2797;-0.0010
1665663010.300;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;24;3.2811;0.0010
1665663011.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;25;3.2824;0.0000
1665663013.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;26;3.2840;-0.0010
1665663020.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;27;3.2857;0.0000
1665663020.001;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;28;3.2975;0.6880
1665663020.003;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;29;3.3036;0.9830
1665663020.010;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;30;3.3067;1.0010
1665663020.030;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;31;3.3094;1.0050
1665663020.100;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;32;3.3111;1.0060
1665663020.300;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;33;3.3125;1.0070
1665663021.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;34;3.3144;0.9980
1665663023.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;35;3.3190;0.9980
1665663030.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;36;3.3301;0.9990
1665663050.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;37;3.3507;0.9980
1665663080.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;38;3.3748;1.0040
1665663080.001;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;39;3.3517;-0.3410
1665663080.003;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;40;3.3385;-0.9390
1665663080.010;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;41;3.3327;-0.9960
1665663080.030;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;42;3.3289;-1.0010
1665663080.100;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;43;3.3259;-0.9990
1665663080.300;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;44;3.3240;-0.9950
1665663081.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;45;3.3198;-0.9970
1665663083.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;46;3.3133;-0.9970
1665663090.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;47;3.2992;-0.9960
1665663110.000;1;85279744;1;1;10;1;10;10;0.00;0.00;0;25.04;21.020;25.318;815979;48;3.2720;-0.9980
