timestamp_s;timestamp_origin;sd_block_id;cyc_charged;is_rt;soc_nom;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;t_avg_degC;r_ref_10ms_mOhm;r_ref_1s_mOhm;uptime_ticks;seq_nr;v_raw_V;i_raw_A
1665635683.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;0;3.3850;0.0000
1665635683.001;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;1;3.4009;0.9130
1665635683.003;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;2;3.4036;0.9970
1665635683.010;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;3;3.4061;0.9970
1665635683.030;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;4;3.4080;1.0000
1665635683.100;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;5;3.4099;0.9980
1665635683.300;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;6;3.4104;0.9980
1665635684.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;7;3.4124;0.9980
1665635686.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;8;3.4155;1.0050
1665635693.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;9;3.4233;1.0000
1665635693.001;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;10;3.3995;-0.4200
1665635693.003;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;11;3.3871;-0.9630
1665635693.010;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;12;3.3823;-0.9990
1665635693.030;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;13;3.3789;-1.0000
1665635693.100;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;14;3.3753;-1.0010
1665635693.300;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;15;3.3734;-1.0040
1665635694.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;16;3.3698;-1.0010
1665635696.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;17;3.3652;-0.9960
1665635703.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;18;3.3547;-1.0050
1665635703.001;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;19;3.3657;-0.3250
1665635703.003;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;20;3.3725;-0.0350
1665635703.010;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;21;3.3754;-0.0020
1665635703.030;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;22;3.3771;-0.0010
1665635703.100;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;23;3.3791;0.0010
1665635703.300;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;24;3.3802;-0.0060
1665635704.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;25;3.3809;0.0000
1665635706.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;26;3.3828;0.0030
1665635713.000;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;27;3.3840;-0.0020
1665635713.001;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;28;3.3960;0.7440
1665635713.003;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;29;3.4024;0.9930
1665635713.010;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;30;3.4045;0.9980
1665635713.030;1;78285312;1;1;10;1;0;100;0.00;0.00;0;25.07;21.219;24.991;4014417;31;3.4062;0.9980
