diag,freq_Hz,re_z_ohm_20pct,re_z_ohm_50pct,re_z_ohm_80pct,im_z_ohm_20pct,im_z_ohm_50pct,im_z_ohm_80pct
2,10019.530273,0.029555881395936012,0.029552198946475983,0.029457105323672295,0.03613028675317764,0.03622845932841301,0.036198101937770844
2,4630.334961,0.02470686286687851,0.024610523134469986,0.02452804334461689,0.018177011981606483,0.018147453665733337,0.018178114667534828
2,2141.204102,0.023085063323378563,0.022999396547675133,0.022903459146618843,0.00818904023617506,0.008174183778464794,0.008235197514295578
2,1000.702026,0.02311115898191929,0.02304530330002308,0.02291129343211651,0.003119194181635976,0.0031069694086909294,0.003188535338267684
2,463.598907,0.023690689355134964,0.023661401122808456,0.02344733476638794,0.0006275794585235417,0.0006914132391102612,0.0007737895357422531
2,215.022903,0.024423696100711823,0.024378621950745583,0.024100448936223984,-0.0005185906775295734,-0.00038111666799522936,-0.0002904956345446408
2,99.734001,0.02520247921347618,0.02509400248527527,0.024758275598287582,-0.0009946954669430852,-0.000746401958167553,-0.000653514580335468
2,45.955879,0.025938373059034348,0.02566353976726532,0.02525995671749115,-0.0010812566615641117,-0.0006857624975964427,-0.0006414450472220778
2,21.502291,0.026554211974143982,0.0259510800242424,0.025622865185141563,-0.0009273719624616206,-0.0005204671178944409,-0.0004977659555152059
2,9.9734,0.026968227699398994,0.026152685284614563,0.02578129991889,-0.0006995773874223232,-0.0003698432119563222,-0.0003731579636223614
2,4.650298,0.027205180376768112,0.026236744597554207,0.025902820751070976,-0.0005430828896351159,-0.0004320061416365206,-0.0003862036974169314
2,2.170139,0.027360979467630386,0.026331614702939987,0.026021188125014305,-0.0005029163439758122,-0.0003689946897793561,-0.00047369234380312264
2,0.997765,0.02753264456987381,0.026547569781541824,0.02614588849246502,-0.000537963816896081,-0.0005612089298665524,-0.0007090213475748897
2,0.46503,0.027749767526984215,0.026713134720921516,0.026542147621512413,-0.0007499856292270124,-0.000754905806388706,-0.000995223643258214
2,0.216213,0.028011370450258255,0.0271120835095644,0.026976028457283974,-0.0010778573341667652,-0.0011485422728583217,-0.0015824079746380448
2,0.10016,0.02843671850860119,0.027580082416534424,0.027723709121346474,-0.001666356110945344,-0.001660086098127067,-0.0022921101190149784
2,0.046429,0.029134046286344528,0.028374597430229187,0.02880365587770939,-0.002696844283491373,-0.002541604219004512,-0.003382628783583641
2,0.02155,0.030173389241099358,0.029352961108088493,0.03024950623512268,-0.004388109780848026,-0.003942168317735195,-0.005049729719758034
2,0.010001,0.031925491988658905,0.030880911275744438,0.03231972083449364,-0.00723803648725152,-0.006366243120282888,-0.007767869625240564
3,10019.530273,0.030079001560807228,0.030037159100174904,0.030023664236068726,0.036117445677518845,0.03618617728352547,0.03613888844847679
3,4630.334961,0.025270024314522743,0.025148756802082062,0.025067336857318878,0.018124714493751526,0.018132170662283897,0.01814446412026882
3,2141.204102,0.02365603856742382,0.02354564145207405,0.02345198765397072,0.008154591545462608,0.008181876502931118,0.008216863498091698
3,1000.702026,0.02368873357772827,0.023567236959934235,0.023451093584299088,0.003083683317527175,0.0031369966454803944,0.0031828542705625296
3,463.598907,0.024278033524751663,0.02415456250309944,0.023985648527741432,0.0005858120275661349,0.0006893860991112888,0.0007667032186873257
3,215.022903,0.02502501755952835,0.02483556978404522,0.024622328579425812,-0.0005869923043064773,-0.00038155275979079306,-0.0003270191082265228
3,99.734001,0.025827355682849884,0.025529174134135246,0.02526775747537613,-0.0011147126788273454,-0.0007503691595047712,-0.0007195035577751696
3,45.955879,0.026668155565857887,0.026071932166814804,0.025900930166244507,-0.001264104270376265,-0.0007064283709041774,-0.0007329932413995266
3,21.502291,0.02739948034286499,0.026410086080431938,0.026280267164111137,-0.001168853254057467,-0.0005146365147083998,-0.0005859805969521403
3,9.9734,0.02794550359249115,0.026687944307923317,0.026410982012748718,-0.0008814270840957761,-0.0003765797009691596,-0.00047206447925418615
3,4.650298,0.0282449871301651,0.026821013540029526,0.026536228135228157,-0.0006894732941873372,-0.00034249864984303713,-0.0005136493127793074
3,2.170139,0.028511766344308853,0.026877017691731453,0.026845209300518036,-0.0005617804708890617,-0.00033452906063757837,-0.000501851609442383
3,0.997765,0.028699524700641632,0.027017934247851372,0.026936886832118034,-0.0006281968089751899,-0.0004967401619069278,-0.0007045711390674114
3,0.46503,0.02890467271208763,0.027201015502214432,0.027227742597460747,-0.0007460907800123096,-0.0007695868844166398,-0.0010295185493305326
3,0.216213,0.02918134070932865,0.027595272287726402,0.027720941230654716,-0.001068615005351603,-0.0011373311281204224,-0.001549253473058343
3,0.10016,0.02960324101150036,0.02812790311872959,0.02846691384911537,-0.0016662770649418235,-0.00168788677547127,-0.002287814160808921
3,0.046429,0.03030439093708992,0.02886565774679184,0.0295289047062397,-0.002695131115615368,-0.0025297757238149643,-0.0033921203576028347
3,0.02155,0.03128857910633087,0.02985718846321106,0.03097030147910118,-0.004403288941830397,-0.0039458791725337505,-0.005056042689830065
3,0.010001,0.0330687016248703,0.03138810768723488,0.033038362860679626,-0.007301107980310917,-0.006376227829605341,-0.0077907429076731205
4,10019.530273,0.03058088757097721,0.03048826940357685,0.030420539900660515,0.03634677454829216,0.03632102161645889,0.0363069549202919
4,4630.334961,0.025717630982398987,0.025579784065485,0.025485636666417122,0.01826927252113819,0.018246334046125412,0.018244445323944092
4,2141.204102,0.0240798182785511,0.023930158466100693,0.02385558933019638,0.008276855573058128,0.008273138664662838,0.008266311138868332
4,1000.702026,0.024066021665930748,0.023952728137373924,0.023853274062275887,0.003209572285413742,0.003226804779842496,0.0032175309024751186
4,463.598907,0.024588651955127716,0.024466121569275856,0.024366896599531174,0.0007168755400925875,0.0007720619323663414,0.000780711998231709
4,215.022903,0.025265902280807495,0.025131434202194214,0.025005804374814034,-0.0004438710748218,-0.0003142727946396917,-0.00033146009081974626
4,99.734001,0.026000864803791046,0.025774342939257622,0.025650760158896446,-0.0009659095085225999,-0.0007019691984169185,-0.0007594363414682448
4,45.955879,0.026775548234581947,0.026310663670301437,0.02631170116364956,-0.0011113120708614588,-0.0006972643313929439,-0.0008522269199602306
4,21.502291,0.02741691656410694,0.02667905203998089,0.02679547667503357,-0.0010390464449301362,-0.000519003311637789,-0.0006992555572651327
4,9.9734,0.027901170775294304,0.026894310489296913,0.027050552889704704,-0.0008056238875724375,-0.0004514752945397049,-0.0005379231879487634
4,4.650298,0.028248168528079987,0.027012642472982407,0.027301449328660965,-0.0005331489956006408,-0.00036434936919249594,-0.00042774909525178373
4,2.170139,0.028347104787826538,0.027098800987005234,0.0274487417191267,-0.00058783870190382,-0.00035288825165480375,-0.0004891376593150198
4,0.997765,0.028561469167470932,0.02733547054231167,0.027571488171815872,-0.0006061745807528496,-0.0004575725179165602,-0.0007356599089689553
4,0.46503,0.02877422794699669,0.02750878594815731,0.027886992320418358,-0.000867461203597486,-0.0008265644428320229,-0.0009855172829702497
4,0.216213,0.029115978628396988,0.027889352291822433,0.028370855376124382,-0.001204965403303504,-0.001186989014968276,-0.001528474036604166
4,0.10016,0.029563849791884422,0.028374681249260902,0.029080603271722794,-0.001896242843940854,-0.0016770786605775356,-0.0022819882724434137
4,0.046429,0.030367262661457062,0.029113944619894028,0.030158942565321922,-0.0030724878888577223,-0.002528078155592084,-0.003398316213861108
4,0.02155,0.031573522835969925,0.030107902362942696,0.031596966087818146,-0.004958448465913534,-0.003972173202782869,-0.005087998230010271
4,0.010001,0.03342540189623833,0.0316198393702507,0.0336618646979332,-0.008226696401834488,-0.006407891865819693,-0.007831646129488945
