diag,freq_Hz,re_z_ohm_20pct,re_z_ohm_50pct,re_z_ohm_80pct,im_z_ohm_20pct,im_z_ohm_50pct,im_z_ohm_80pct
1,10019.530273,0.05983775481581688,0.05996866151690483,0.05988597497344017,0.08771627396345139,0.08791545033454895,0.08794928342103958
1,4630.334961,0.05431501567363739,0.054191529750823975,0.05401794612407684,0.04228229448199272,0.04227253794670105,0.042293597012758255
1,2141.204102,0.05224180594086647,0.05214118957519531,0.051942452788352966,0.019399695098400116,0.019437255337834358,0.0194226261228323
1,1000.702026,0.052150316536426544,0.05205037072300911,0.05182329937815666,0.00834579300135374,0.008381031453609467,0.008374575525522232
1,463.598907,0.052720729261636734,0.052614495158195496,0.05251331254839897,0.0030295182950794697,0.0031415452249348164,0.0030841187108308077
1,215.022903,0.05347766727209091,0.05333162844181061,0.05317207798361778,0.0006057622958905995,0.0008113764342851937,0.0007158833905123174
1,99.734001,0.05424659699201584,0.054039813578128815,0.053865429013967514,-0.00042955877142958343,-9.666879486758262e-05,-0.0001706205657683313
1,45.955879,0.05496029555797577,0.05447477102279663,0.05440225824713707,-0.0007268874906003475,-0.0002618662256281823,-0.00040941525367088616
1,21.502291,0.05542302131652832,0.054601483047008514,0.05469467118382454,-0.0006723366677761078,-0.0002981496218126267,-0.00033548162900842726
1,9.9734,0.05583071708679199,0.05485842004418373,0.05481962859630585,-0.00047037191689014435,-0.00023003983369562775,-0.0003265298728365451
1,4.650298,0.055982377380132675,0.05481883883476257,0.05489807948470116,-0.00045172646059654653,-0.0004001023480668664,-0.00018783114501275122
1,2.170139,0.05597976595163345,0.0549849309027195,0.05511675029993057,-0.00046508380910381675,-0.00029021649970673025,-0.0004869360418524593
1,0.997765,0.0561404749751091,0.05516213923692703,0.05521148070693016,-0.0005217707948759198,-0.0004529810103122145,-0.0005961405695416033
1,0.46503,0.05649074167013168,0.05535140633583069,0.05555567145347595,-0.0007017708267085254,-0.0008215054986067116,-0.001071360893547535
1,0.216213,0.05669282749295235,0.055771760642528534,0.05607610568404198,-0.001074101310223341,-0.0011921809054911137,-0.0015309419250115752
1,0.10016,0.05717870965600014,0.05627712607383728,0.05675063654780388,-0.0016564886318519711,-0.0016967440024018288,-0.0022993378806859255
1,0.046429,0.057835549116134644,0.05706983059644699,0.05788781866431236,-0.002647202927619219,-0.002523590112105012,-0.003410524455830455
1,0.02155,0.05881571024656296,0.05804703012108803,0.0592881515622139,-0.0043520238250494,-0.003925309516489506,-0.005126782692968845
1,0.010001,0.06055447459220886,0.05957544222474098,0.061439622193574905,-0.007179493084549904,-0.006347163114696741,-0.007983194664120674
2,10019.530273,0.03345242887735367,0.03341718018054962,0.03339150920510292,0.04023287072777748,0.04029242321848869,0.04034486040472984
2,4630.334961,0.028564725071191788,0.028439898043870926,0.02834395132958889,0.020237604156136513,0.020228423178195953,0.02027425542473793
2,2141.204102,0.02675212174654007,0.026645980775356293,0.02653081901371479,0.009199823252856731,0.009214370511472225,0.009271856397390366
2,1000.702026,0.026705268770456314,0.026575667783617973,0.026441611349582672,0.003625175915658474,0.0036613852716982365,0.0037328407634049654
2,463.598907,0.027231920510530472,0.027109302580356598,0.026912737637758255,0.0008850586018525064,0.0009629547130316496,0.0010674671502783895
2,215.022903,0.027927415445446968,0.027776408940553665,0.027511147782206535,-0.00039433781057596207,-0.0002222882758360356,-0.00011762860958697274
2,99.734001,0.02867816761136055,0.02845577336847782,0.028134239837527275,-0.0009709849837236106,-0.0006545624928548932,-0.0005492267664521933
2,45.955879,0.02945556677877903,0.028963696211576462,0.028624629601836205,-0.0011395320761948824,-0.0006369930342771113,-0.0006179718766361475
2,21.502291,0.030138490721583366,0.029283571988344193,0.028943710029125214,-0.001044925069436431,-0.00046104154898785055,-0.0004621239786501974
2,9.9734,0.03062921203672886,0.029506834223866463,0.029079535976052284,-0.0007783580804243684,-0.0003227827255614102,-0.00038623358705081046
2,4.650298,0.03093082830309868,0.029524527490139008,0.02922733686864376,-0.0006178994663059711,-0.0003142785863019526,-0.000329897302435711
2,2.170139,0.0311355609446764,0.029595058411359787,0.02932986058294773,-0.000525768322404474,-0.00047063009697012603,-0.000624163425527513
2,0.997765,0.031200455501675606,0.02985173650085926,0.02957572415471077,-0.0006192163564264774,-0.0006260433001443744,-0.0006331696640700102
2,0.46503,0.03146752342581749,0.030039804056286812,0.029873928055167198,-0.0007964574615471065,-0.0008275391301140189,-0.0010305916657671332
2,0.216213,0.03180597722530365,0.030427413061261177,0.030413048341870308,-0.0011399256763979793,-0.001154275145381689,-0.0015941363526508212
2,0.10016,0.03222014755010605,0.030945930629968643,0.031132671982049942,-0.0017785883974283934,-0.001703831716440618,-0.0023214283864945173
2,0.046429,0.032973602414131165,0.03170287236571312,0.032249629497528076,-0.0029001787770539522,-0.002574065700173378,-0.0034683593548834324
2,0.02155,0.03407983109354973,0.03271915018558502,0.033768169581890106,-0.004655140917748213,-0.00401277793571353,-0.00514850951731205
2,0.010001,0.03585711494088173,0.03426135331392288,0.03588641807436943,-0.007659159600734711,-0.006510786712169647,-0.00788099505007267
